t,x,u
8.108482065122204485e-01,3.227562994958543818e-01,-6.052654776184764884e-01
3.000714966293134278e-01,-9.447260767795984115e-02,7.484792764475519666e-01
2.781723988922502055e-01,-5.872265855806499957e-01,6.464399253204792251e-01
5.316812144041982435e-01,-6.492707850565428984e-01,4.160065089748593570e-01
4.864559525037375209e-01,7.211448355723002468e-01,-3.468258647337431055e-01
3.228018737879247979e-01,6.845875728832291340e-01,-4.629802975845189184e-01
3.363371836373947321e-01,5.692854649396656974e-01,-6.087763538562245280e-01
4.094712899344845614e-01,6.417374029774838284e-01,-4.729989021556036954e-01
3.339169044559886501e-03,4.432497368822512218e-01,-8.678893600313248857e-01
3.109497533425109594e-01,8.902115040809315261e-01,-1.767910176114345921e-01
4.497082328472101764e-01,1.611872097974933471e-01,-8.859893348868156382e-01
1.707034534654051638e-01,-2.672494112809000733e-01,8.304193854955786991e-01
7.607410162126647668e-01,-6.196223105552884913e-01,3.285289016002401197e-01
5.760401408618629482e-01,-8.665634295108450846e-01,1.638701019624465294e-01
8.580173072544116097e-01,-3.230475680875215527e-01,5.283352504096916480e-01
7.352371562334905075e-01,-1.571584976749178519e-01,7.300835669878937839e-01
6.096378776546763634e-01,7.969269054930081531e-01,-2.030989844979415038e-01
4.505680593853551574e-01,5.382950688688601382e-01,-5.671928633453848789e-01
2.640831149655653576e-01,5.518533490167221167e-01,-6.742497368352371456e-01
5.305811932791464347e-01,4.607480243334185488e-01,-6.098903761144657265e-01
9.535850381909276585e-01,7.878759604579639308e-01,-1.774518923469576015e-01
4.406864376912336123e-01,7.192376433158773619e-01,-3.285052243642940240e-01
2.275039818678872283e-01,8.487647329940255503e-01,-2.723606411599102106e-01
8.614273468347948270e-01,-4.411164298820378082e-01,4.687926417310153693e-01
7.889706732703014591e-01,2.235512680469997626e-01,-6.664812732219628222e-01
3.470751124397152276e-01,3.229326368478147025e-01,-8.813017484301984839e-01
5.399722471047109229e-01,3.752225518924749981e-01,-6.908861785811983847e-01
4.968349879898105170e-01,-6.547983402053298985e-01,4.195929434589227291e-01
4.228245027460341143e-01,-3.248879544235454553e-01,8.110488187396336368e-01
1.606713150466448914e-01,8.215279473764363072e-01,-3.695367408994570946e-01
5.359106990800333037e-02,2.807485377759448841e-01,-7.274693188872375371e-01
2.158185594278997366e-01,-9.509444952702081899e-01,8.176608865849430141e-02
2.551213458665472222e-01,2.937991845553298287e-01,-9.037007232510722021e-01
3.449831043977593659e-01,7.312295286811405504e-01,-4.211682361911658345e-01
6.570847429154190733e-01,-5.958939649668633098e-01,3.838440197671521004e-01
2.300881590634745733e-01,7.824155243018493522e-03,3.834564048563241512e-01
9.842138913315932047e-01,6.424822816240718382e-01,-2.400338416192053792e-01
3.680737000457263708e-01,-4.786030743249565234e-01,6.888377758001188456e-01
2.840168613274849374e-01,-3.410810780050173019e-01,8.757206466151484792e-01
8.895843813323931482e-01,5.094879351006380563e-01,-3.892037166564172868e-01
5.165825362456250014e-01,-3.186445678775144952e-01,7.393729391374603832e-01
1.958498937292150188e-01,-5.443287108856653678e-01,7.673174289299815598e-01
7.953091189151628715e-02,6.172644432317651031e-01,-7.954093510473524420e-01
7.411766746842051168e-01,2.701450019209727937e-01,-6.569295705993605239e-01
3.840844049003639959e-01,1.497005759376923706e-02,4.570868004594786371e-01
1.541545718325703085e-01,4.354051162411693987e-01,-9.058059750755926842e-01
4.921517942435843507e-01,-8.375125379342072129e-01,1.945318635788279571e-01
7.131349582233105222e-01,-5.290614640629602849e-01,4.456657630790952784e-01
8.627830195810778369e-01,6.306348539262820463e-01,-2.964226670891583204e-01
1.602940662450745846e-01,-5.884100494215653843e-01,7.427809207203613928e-01
5.501936065839870826e-01,5.562608662075760879e-01,-5.119729246514292953e-01
2.955018456905907920e-01,1.313359772366167189e-01,-7.872672144607317790e-01
7.390620055042826930e-01,-1.441761973701738420e-01,7.453492842769345872e-01
4.075140854085228526e-01,9.359760047884606582e-01,-1.129071055677003388e-01
3.409470721564193951e-01,6.564855014276100853e-01,-5.065092659401423392e-01
4.549990518677231588e-01,-8.507950260243846152e-02,8.498337465508888355e-01
2.679459232406612434e-01,-9.832123853674361591e-01,2.730932408426740149e-02
8.193657947704887645e-01,1.981973031386652373e-01,-6.657759868419933502e-01
8.474766002086251415e-01,-8.611444534182592925e-01,1.005325122596506249e-01
5.879239118314985024e-01,5.298682808801380428e-01,-4.922498620654404689e-01
9.979836046331186372e-01,-2.062510245250237517e-01,5.765417464865963959e-01
9.419492146273436006e-01,2.789135441635404167e-01,-5.144288305402130446e-01
2.377871019736139679e-01,9.168277945900036308e-01,-1.443237801186715852e-01
7.470829354304981962e-01,2.677804097969427310e-02,-6.706956794655756227e-01
6.567407655380845810e-01,1.420756877802169527e-01,-7.894619855889510873e-01
9.752250076987201144e-02,2.209222496124427781e-01,-6.595197787835567205e-01
9.867233359170535234e-02,-9.858871760692351494e-01,4.673410079229556313e-02
7.380193988261823934e-01,7.325811566198514591e-01,-2.583623538481472082e-01
5.099485847093299107e-02,-9.255180173327315352e-02,4.809007551294162131e-01
5.430643766635071534e-01,3.289680329385080704e-01,-7.376138350013256018e-01
2.372936744658665775e-01,-7.510619936761639970e-01,4.135512332760637455e-01
2.748798073631133487e-01,4.833796747967593621e-01,-7.638143449064321855e-01
7.606706768837837584e-01,7.660207855793335074e-01,-2.068864081953755707e-01
2.054675596141930516e-01,1.093325510500737785e-01,-6.040145938354879451e-01
5.375000081335623570e-02,-3.030734757621120767e-01,7.975358259225920898e-01
4.783034040001232778e-01,9.015656691906099862e-01,-1.260780933617745847e-01
9.453436975586828606e-01,-3.956591725680145277e-01,4.510581112692513828e-01
5.809251161709828581e-01,5.841704837735082201e-01,-4.311398337843682649e-01
3.825925903933324879e-01,7.559690946499659780e-01,-3.352046304628782947e-01
8.929900104194865573e-02,6.364079637440891446e-01,-7.549517484993074623e-01
1.488101501826784023e-01,6.082403123812396561e-01,-7.326835260767637914e-01
7.590768007365074066e-01,-1.219176103145342971e-01,7.274764420559518552e-01
7.888361453315929639e-01,-9.799510350036095829e-01,3.213630145740392630e-02
4.662502845389827622e-01,-8.702402340475032805e-01,1.591022310351948021e-01
5.131849415159466243e-01,-5.679491786276189558e-01,4.926779798436457525e-01
8.479712718665326499e-01,6.818812746516456080e-01,-2.591996242008592355e-01
5.200804108277675697e-01,2.131618156100631989e-01,-8.436285068382991525e-01
9.748136871916834867e-01,-4.779538179178453028e-01,3.999976665504095252e-01
4.890149261367257028e-01,-3.140096465276775994e-01,7.715594616861579658e-01
8.889433625186682342e-03,7.462612326333277757e-01,-6.571226422513906096e-01
9.585816442011015903e-01,4.002538386391800707e-01,-4.642336771794449701e-01
4.235899694047318143e-02,-4.289838489256656562e-01,8.766333095134850595e-01
6.218770182370858546e-02,-8.059978466994965896e-01,4.636174755327283070e-01
9.352688355587073232e-01,1.468691228660714554e-01,-6.352727408341102278e-01
5.092471308050160461e-01,-1.949348375907906661e-01,8.664915280259224417e-01
7.231290993327234018e-01,6.026772095215446878e-01,-3.598697210050841311e-01
5.526588714159896831e-02,7.770614818814405300e-01,-5.463872678659361659e-01
1.062397587951643407e-01,-9.940980686857447957e-01,2.436411161905108202e-02
1.176215828639782801e-01,3.798404340063172846e-01,-8.820998759060622030e-01
2.327662652325800385e-01,9.800681714252656995e-02,-6.429993769872615061e-01
8.619278228762601302e-01,2.044934611629072307e-01,-6.180008667045487902e-01
4.362587175560928010e-02,1.264336365535525530e-01,-4.895571356184379996e-01
9.866359329960644464e-01,3.080216741662247237e-01,-5.060070123855731072e-01
2.746894775696575586e-01,-3.397997298243473629e-01,8.555523193115873726e-01
4.665746941767043854e-01,-1.799408565392757176e-02,8.156842576382292709e-01
8.505576624749303649e-01,3.683239571106544652e-02,-7.496723161262751622e-01
5.772723786944355950e-01,-7.127262885852621022e-01,2.958213250371883318e-01
9.010569580531510026e-01,4.523542900266883660e-01,-4.404641008617702913e-01
6.837097529421919395e-01,-4.718233926470845052e-01,5.109579950914735491e-01
2.338898221974280434e-01,1.028038716884336345e-01,-6.344732061095924580e-01
4.997528816992656830e-01,7.315439326946666654e-01,-3.424297911259628346e-01
8.864788582367745251e-01,6.489026189622466578e-01,-3.022567641691276674e-01
3.660759583293103914e-01,6.179377868309201549e-01,-5.207729467257350420e-01
4.919094276941536892e-01,9.164377528906655357e-01,-1.350043372061152658e-01
6.376268429794211823e-01,7.832365710285309479e-01,-2.556877921000179077e-01
5.105692789486530048e-01,4.585496669888768917e-01,-6.154214045074639650e-01
1.544611469037983076e-01,8.687394392154623723e-01,-2.493043758706854907e-01
4.933579631312776659e-01,3.622172733776207743e-02,-7.663275973139795916e-01
4.130494905162914732e-01,-9.107788014350739481e-01,1.291283060783429693e-01
7.323185245152350475e-01,-8.727342324934879159e-01,1.110245475913285984e-01
2.246420791235909098e-01,-6.601774602545165127e-01,5.917565560567311644e-01
2.180450668984961204e-01,8.968538838521766809e-01,-1.972458354431500249e-01
7.356191808620003991e-01,-6.352038883129074165e-03,8.578993602196192114e-01
5.900680751089012466e-01,-4.548858414415384299e-01,5.502525696091566942e-01
4.868802604243485099e-01,8.424606454928211807e-01,-1.849276004838722176e-01
1.269617342729068010e-01,-4.161706276741672372e-01,8.987515175603768558e-01
6.728591816984993423e-01,-4.336040195039927436e-01,5.389291435902442418e-01
3.934777560392328510e-01,-7.085970586348431244e-01,3.813402842447243812e-01
2.162589410708426474e-02,-5.591023574152642617e-02,3.511411019258453559e-01
2.683645298801521362e-01,6.313784855126691742e-01,-5.837930901385318672e-01
1.892314153514401687e-01,-2.189858558868411631e-01,8.084968408301830278e-01
1.698325523447551388e-01,-3.982843067224000055e-01,8.995471740854991127e-01
5.607500474199706986e-01,8.982140930228468267e-01,-8.662819880138442064e-02
3.730578861120253942e-01,1.956724301674801492e-01,-9.001227180128230643e-01
5.978506679791726341e-01,8.365114537220419422e-02,-8.599359810067972454e-01
5.170603950823861039e-01,-6.102806656229322613e-01,4.340421065686035362e-01
5.606167422767945885e-01,2.167768602968298541e-01,-8.163112616156102952e-01
1.114486628612977315e-01,-1.830392757908052559e-01,6.819670708888906363e-01
4.752226390222369368e-02,-5.328156512267308020e-01,8.659613893182264155e-01
6.766611726857647557e-01,-3.240312826433489057e-02,8.820709844796673638e-01
3.541566392707826694e-01,3.214303927343076239e-02,-3.953764662286566312e-01
3.822867409481525147e-01,3.472919890986818636e-01,-8.068600151070892679e-01
6.765769776065365670e-01,7.470687601226064789e-01,-2.474809802789809943e-01
7.826323135913876294e-01,-2.602165227863961761e-01,6.108423194889399666e-01
3.601800692319135910e-01,8.297710619861431436e-01,-2.527572362546375295e-01
9.023398956970007934e-02,6.737289533377426309e-01,-6.951613644724121688e-01
1.226637644233745661e-01,6.452156679926888128e-01,-7.093862819324454616e-01
9.044051268046607861e-01,-5.501674434939896052e-02,7.101695261356115729e-01
3.644804876087728296e-01,9.756220611276789079e-02,-7.585111188944301253e-01
6.606321423645076241e-01,-9.695601397616540051e-01,-3.162225150667878626e-03
9.742810318860917196e-02,1.325145016070534698e-01,-5.379354366755819683e-01
8.955925664145858445e-02,-7.701968979177671315e-01,5.037601624418895918e-01
5.415345861566748242e-01,9.112658894507550400e-01,-1.045935384625924502e-01
1.573548302573868352e-02,-7.556472567745216029e-01,6.175920988828010882e-01
4.911612252841890403e-01,-7.838888019633665216e-01,2.438174208842978086e-01
3.304520681739109289e-02,-2.763407069684431505e-01,7.198734498488654765e-01
2.300288526447390458e-01,-1.409733540201028035e-01,7.169703044091232380e-01
3.454882844439949308e-01,8.004670319938036460e-01,-2.952589513557881129e-01
1.176867062229570715e-01,-1.877783054660153716e-01,6.909174097382312363e-01
5.347462122894883763e-01,6.626051433810091762e-01,-3.838782222527796217e-01
2.836207349560593283e-02,2.723056836680972648e-01,-6.881230421402099173e-01
5.453651292830222763e-01,8.265465116152979075e-01,-2.061615173467057360e-01
9.868656745039949829e-01,-1.271799692861250719e-01,6.715193473858701578e-01
6.635634412267776838e-03,-1.280987302260903071e-01,5.066047651393100759e-01
1.707498191361400686e-02,-7.502848937885808756e-01,5.972140042532919635e-01
5.603939276677567527e-01,-4.434164123630273124e-01,5.828874705796153188e-01
8.330907997236794982e-01,5.560552118857753356e-01,-3.658012446574713805e-01
7.018911918985205611e-01,7.738226190057435616e-01,-2.480079298545345146e-01
5.136540234511921543e-01,-1.590144934656003706e-01,8.568070524833067969e-01
1.264458055686401572e-01,-4.662324614482282747e-01,8.861792424405375845e-01
9.729728779269880556e-01,7.225007625333197403e-01,-2.165110597241085844e-01
5.396157492653457233e-01,-7.465325506407940459e-01,2.760274938535722811e-01
2.964056544755825362e-01,8.235462369228105928e-01,-2.917317641771643433e-01
7.143623563473097127e-01,4.056654146825033891e-01,-5.519302097982671240e-01
6.505962316719906546e-01,-6.178035582055436681e-01,3.758343368408321172e-01
2.054109725413538756e-01,-5.339024345198928323e-01,7.628358874571212755e-01
4.474548707677157289e-01,6.822901300721557760e-01,-3.957192409100285801e-01
3.673163828369485628e-02,6.413180368500546180e-01,-8.171211917422073201e-01
7.841791181443804604e-01,4.999178287366685680e-01,-4.312020408059067944e-01
4.527935225419056353e-01,-5.125187822869972099e-01,5.821298704752916331e-01
5.928323259476808715e-01,6.897815792280381775e-01,-3.117753818296440382e-01
1.761200711801328422e-01,4.538751971787933215e-01,-8.955298677156534604e-01
7.674441099067749184e-01,-3.867388621492371392e-01,5.431700592142919559e-01
8.335459939581234545e-01,2.839931217743187908e-01,-5.611404135581616881e-01
9.891836880568255497e-01,-6.461570546157320294e-01,2.595196074780664608e-01
7.722442712008921184e-01,-5.923513322020610428e-01,3.696543793519950771e-01
5.432329221825068499e-01,-7.824124841261963503e-01,2.631303121476405438e-01
1.728797618086279630e-01,-4.515063728261698994e-01,8.786688020174082681e-01
9.424469198701327377e-01,-3.406537094167296775e-01,5.241987343198483140e-01
6.941920993860947187e-01,9.760526371171527327e-01,-3.294667281858854740e-02
5.308287026392690677e-01,-2.126246262337603277e-01,8.546602995552469162e-01
7.793212032674512457e-02,-2.409749342269280614e-01,7.253265425853437920e-01
5.183312466058868084e-01,8.643785006436492946e-01,-1.651042354612655139e-01
1.065215399534186203e-01,8.091936006707607376e-01,-4.462247707925387497e-01
1.918010047602962675e-01,5.279907549907267850e-01,-8.009432110790035697e-01
1.231711349951678525e-01,-5.114167676691101505e-01,8.751945813480634939e-01
2.700151578935420238e-01,4.698604629063500848e-01,-7.763975861856021732e-01
9.582598557876377265e-01,-7.778139653752735860e-01,1.567598508838274063e-01
3.197922914550292983e-01,3.969417055415860318e-01,-8.357030709594857054e-01
1.730607714961974741e-01,-1.432278124609220882e-01,6.755980112569196505e-01
2.208783564130866184e-01,-1.883183896026006110e-01,7.810207806561205723e-01
3.957406718539577817e-01,4.683379788264252497e-01,-6.986901288666768073e-01
1.400093839682884367e-01,9.173010216426513708e-02,-5.223528767540616125e-01
7.165043376662455499e-01,1.655174856577141806e-01,-7.334582215842631037e-01
3.155551892607740827e-01,8.579486005885168520e-01,-2.134202066402803577e-01
9.881890685127795448e-01,-8.389376787071147756e-01,1.138773344453766351e-01
4.221953055813117972e-01,-6.615627121655764942e-01,4.528780606225045191e-01
3.844348980186034215e-01,2.016941061990269457e-01,-8.733595285013909804e-01
6.558974215461034207e-01,9.802738298090662994e-02,-8.686612244511586756e-01
3.873460438640239367e-01,8.291911459263274775e-01,-2.333392724539408714e-01
8.814419965034945292e-01,-9.189412290061738098e-02,6.932888439528622770e-01
4.560362908578088348e-01,-7.563093507981193397e-01,2.984046036269279445e-01
5.780932569959418288e-02,-3.524419693940961107e-01,8.405016985728590573e-01
6.960610992070151992e-01,-7.588334804830809688e-02,8.133405263781889882e-01
2.616809611889022724e-01,-4.878616637970236702e-01,7.688612786551589640e-01
3.262728040235535198e-01,2.602558561894303679e-01,-8.866120237813380767e-01
3.341948591946894975e-01,-7.429649417494874619e-01,3.569851093235026362e-01
5.251770128023429685e-01,-4.665721559356750259e-01,5.776585833051546270e-01
1.940991077121555497e-01,-7.633746567519203996e-01,4.135749682003259653e-01
7.113636094443162028e-01,-7.287728115525748951e-01,2.659674112886769581e-01
6.482410573426982126e-01,2.315503026345659965e-01,-7.455459379125837227e-01
7.305826458496459397e-01,-5.283346689916523786e-01,4.181915932290953819e-01
5.180579605213846417e-01,8.309497069467546293e-01,-2.121270270645474187e-01
9.878982749341437275e-01,-1.241794515935064069e-01,6.265770273257772471e-01
4.991275575076029591e-01,1.125744729387490040e-01,-8.788361158343798163e-01
7.138962876231244037e-01,2.081001203051484616e-01,-7.547445223994030394e-01
3.064706871862099558e-01,-9.009666564071450168e-01,1.538538823853358717e-01
9.451556388774579043e-01,-2.741821858931801081e-01,5.586070906986132512e-01
8.793212942361683382e-01,-7.972763155438562510e-01,1.608307229225653667e-01
2.511809171616160574e-01,-8.619455093561316783e-01,2.177830434726359954e-01
4.799970453247792701e-02,-1.184758992989720650e-01,4.982222310913243524e-01
3.259680505256011829e-01,-4.666242599783820832e-01,7.471286917116763959e-01
3.748554829119472576e-01,-7.256715099011974424e-01,3.831947434498618188e-01
8.875905201107210374e-01,-7.183886683506051085e-01,2.381756776563999922e-01
4.040610793794440214e-01,1.753584078179537542e-01,-9.310987485764095073e-01
2.373434547325935506e-01,-7.223578016613430020e-01,4.278637390893071935e-01
7.654321205414243989e-01,1.902508456702336481e-01,-7.170433867159253793e-01
4.046630579314274279e-01,-3.784908078033142331e-01,7.726643855950795503e-01
3.856983394778945584e-01,6.426624404347960340e-01,-4.777619504466722455e-01
8.891992529480716723e-01,-5.209685998235082938e-01,3.749791004677423545e-01
8.392929837642633117e-01,-1.243516165163527365e-01,7.063423442795161433e-01
6.504884771976013891e-01,4.655648169826134275e-01,-5.164014955224064396e-01
1.880564558693332833e-01,-5.737448294682809813e-01,7.378129188601941779e-01
2.336567245484884037e-01,-1.785904429160911633e-02,4.868431937080280325e-01
3.027977083549759918e-02,8.777892502423250143e-01,-3.592074397432276633e-01
4.151823795172784326e-01,-7.938511810293542581e-01,2.650200833482711515e-01
1.797334136824495499e-01,-4.641750937342228323e-01,8.602659424346787986e-01
5.952136200143947065e-01,-9.498702488074719508e-01,6.988906960500934629e-02
2.437238484035126884e-01,-4.089700765679624705e-01,8.418344815933077596e-01
2.152846584024585841e-01,-4.278176921066467742e-02,5.116384108088112281e-01
4.092187001360358956e-02,-1.931866773654016267e-01,6.308042820376275062e-01
2.014789544761504958e-01,-6.887400834034871355e-01,5.127776808468426095e-01
9.044362463239493666e-01,6.122147011880496592e-01,-2.935899067665218576e-01
6.828925769064390083e-01,4.949832851887401297e-01,-4.687444688607451670e-01
2.207917057518256065e-01,-8.360332414379516575e-01,2.928614361786122111e-01
5.367143435615349123e-01,-4.171011677751894631e-01,6.291330773527715747e-01
2.652860083511698885e-02,-1.153258820834561771e-01,4.794810525782899346e-01
3.798717892115077710e-02,-6.334087501969538625e-01,8.031796999992042441e-01
8.786300488315035295e-02,-2.739043022609020106e-01,7.972031913541374193e-01
3.662101556691876869e-01,-4.126346062832082495e-01,7.405889336736450890e-01
3.449315616337217394e-01,-5.820064740054373686e-01,5.762710612394845722e-01
2.304478599063224387e-01,4.910013632980703147e-01,-8.132330695160113754e-01
7.285406413339102771e-01,-1.196292666323073295e-01,7.604677033507615258e-01
5.549724387362440226e-01,-3.706221007715506666e-01,6.310722918636404444e-01
1.318930590325035901e-01,-2.646962830267212130e-01,7.938401832850330297e-01
5.600548491797251449e-01,7.196036693915275340e-01,-3.034008118502874440e-01
3.302175872959773884e-01,9.925505515547046187e-01,-3.805299125768538127e-02
8.647648167519509377e-01,-5.672321626078611345e-01,3.662684174813691240e-01
8.179231208241852791e-01,6.636303857418139884e-01,-2.853559022832998227e-01
7.510602707308388082e-01,-5.147155104812730642e-01,4.629363449677103004e-01
1.561516464788139658e-01,8.243816703721651429e-01,-3.313336646283487896e-01
4.210459448066168342e-01,6.677526750938924671e-01,-4.216233998577849640e-01
4.286485157007964286e-01,-4.871800662816117011e-03,7.187403764460716937e-01
5.093690102441340573e-01,-9.361031883751653737e-01,7.314579071982416081e-02
1.021467525334396331e-01,6.976472684601817686e-01,-6.378006113483335460e-01
8.432002993347598174e-01,-3.305644091400721241e-01,5.447420938243864308e-01
3.889258667038548722e-01,-9.000128180827497992e-01,1.295374681746149781e-01
2.126735607752594515e-02,3.615577424055318456e-01,-8.020382562785242087e-01
7.159419148640719932e-01,6.477043205430561557e-01,-3.273831277892070291e-01
1.753254163899282680e-01,9.858171956362131727e-01,-1.365031607660736543e-02
9.476027885216825597e-01,-8.370574284218743610e-01,1.017667167821153795e-01
4.640327565850342895e-01,-3.006407897218821290e-02,7.904714341162805136e-01
8.435178159592785496e-01,3.280149164730641331e-01,-5.384332418541600829e-01
3.387291464409362129e-01,-2.931803125775580554e-01,8.672534154790778604e-01
1.021299618123306940e-01,1.369151286402958689e-01,-5.944372135772836296e-01
3.763283932405956378e-01,7.631669105906935258e-01,-3.219924675456332097e-01
1.580415005881321555e-01,9.809277534101235041e-01,-5.264247663341502237e-02
7.829607578663779766e-01,9.204031520277360379e-01,-6.052609343724549285e-02
5.413551862397728565e-01,-8.230434183436829976e-01,1.929592850127760661e-01
4.073125469991417669e-01,9.160081106735673551e-02,-8.141301957443106696e-01
4.866054535254336066e-01,-7.933603549172807412e-02,8.428652666656506476e-01
2.241091389288819569e-01,2.334874056830571476e-01,-8.463871227137951259e-01
3.361499671728790384e-01,-8.262462237476571048e-01,2.492191810647754746e-01
2.133038234606710049e-01,-3.384734041664743120e-01,8.916175862613963110e-01
8.240263766514177579e-02,6.591161224778911976e-01,-7.299848233823206245e-01
7.201511335217117837e-01,7.495640337269149356e-02,-8.162927300595933522e-01
8.537443399960171764e-01,3.996321223009906554e-01,-4.806438025185547636e-01
8.753383415590987315e-02,-8.971116151257469973e-01,1.975392252965199047e-01
9.568407260494582456e-02,-9.756645590124912726e-01,7.397306305482473365e-02
3.027666621455633589e-01,-4.962561839578814027e-01,7.185372014259332474e-01
1.893710928754496203e-01,4.836168147783750371e-01,-8.583870844038701264e-01
3.377817041782018581e-01,-9.643249906158917195e-01,6.196958544565290411e-02
1.795112744768772028e-01,-3.892378484272160932e-01,8.807324205289953634e-01
9.290455529781239674e-01,-3.820920614683256389e-01,4.845684954034390479e-01
3.171099287209531159e-01,5.531709492288550134e-01,-6.531987223846178470e-01
8.508049337616996333e-01,7.069538505198567080e-01,-2.364128795958393703e-01
4.589462574592261257e-01,-2.367591579078791586e-01,8.585710469785867716e-01
4.487074596404216908e-01,-4.643002609343880316e-01,6.363359497390738140e-01
5.075776644896445866e-01,1.334931186925387703e-01,-8.954187372820558988e-01
9.194590498108889953e-03,-2.807884913265039639e-01,7.115609964766640427e-01
1.085537438502623964e-01,3.058698843938962852e-01,-7.868292792289369730e-01
3.245573994691739461e-01,3.028162000784562213e-01,-8.942849767424905227e-01
9.270437131412372356e-01,-2.786788902493362308e-01,5.660358551919328907e-01
7.373905459533144358e-01,8.403835343762233734e-01,-1.382227463306391901e-01
1.775721641735615863e-01,-3.357791055600021224e-01,8.863222064750634344e-01
9.911512579417093294e-01,-2.123058113907447808e-01,5.753546996523847268e-01
7.997083561200918345e-01,6.583475705019044000e-01,-2.903513991816418227e-01
5.502503565527461227e-01,-1.656220729334021424e-01,8.652622399427917221e-01
9.165980941555363914e-01,7.562430568698874644e-01,-2.075194152068307041e-01
4.648844512913438143e-01,-4.554561874038056679e-01,6.590175817874691644e-01
1.348375939150237013e-01,9.827479832434575791e-01,-6.641234908463963804e-02
5.337452125254948943e-02,-2.052094273989049089e-01,6.332978010363141674e-01
9.748202112529847918e-01,-6.046396569623875283e-01,2.773735222072568063e-01
9.714928758106549100e-01,-1.149617052170568421e-01,6.398791870215171373e-01
6.532030191840282329e-01,-1.008443851938114477e-01,8.499887912156564029e-01
1.139980089381452677e-01,5.452038461454513651e-01,-8.596249157633576443e-01
2.967505133707170062e-01,-3.958984332322041944e-01,8.241850886216589567e-01
5.493924385204228544e-01,4.510274800189992828e-01,-5.782705036261914788e-01
1.980774379517337147e-01,3.085615843067557318e-01,-8.890577157570548339e-01
8.725302964217274138e-02,8.711165693161990742e-01,-3.019081866750682464e-01
6.802412506602351083e-02,5.738018626919731968e-01,-8.896907169579697516e-01
1.129645345913673493e-01,-8.164560494432737681e-01,3.988764312360965625e-01
3.502224216468642348e-01,2.982459764596672169e-01,-8.798937435061896517e-01
9.548027109985408600e-01,1.690534167353727746e-01,-6.087603817498395964e-01
4.630669075578797145e-02,9.100586079869381617e-01,-2.358166828653327218e-01
8.434054328207867268e-01,6.910666321280611868e-01,-2.612055841253820843e-01
4.733150312672641524e-01,-8.091010050630433881e-01,2.253643661088615135e-01
2.542788832442649527e-01,4.143329759595630879e-01,-8.512838815826354599e-01
6.088200474959593045e-01,-5.926287174504281108e-01,4.227498752480575717e-01
9.187140639192636904e-02,8.726634748562733801e-01,-2.982845238384034259e-01
7.049372207990219907e-01,-1.428785246111563545e-01,7.681276086687849336e-01
7.199954363214284836e-01,5.815322972495131637e-01,-3.873158750708902698e-01
3.504872111791397238e-01,4.847575755508670703e-02,-6.344838072587175581e-01
7.331806344728646341e-01,8.607783037185123831e-03,7.547748177048103635e-01
8.617614565792106607e-01,6.544502404167291676e-01,-3.209096192513610779e-01
2.284234192766096960e-01,3.283645407965822827e-01,-8.847493222587207162e-01
4.617174571709808939e-01,-5.312345997396428210e-01,5.517201129929949488e-01
4.363263892798022736e-01,-5.151220007020382852e-01,6.058705668746813267e-01
2.391168391579100438e-01,-7.905615629889775064e-01,3.427943017484925692e-01
5.733665707727871874e-01,-8.441788822921894031e-01,1.760184669770998855e-01
5.884312967125987504e-01,8.272051566164211334e-01,-1.902933042599320168e-01
3.750207220499587324e-01,6.815267917116785146e-01,-4.419434505495691279e-01
7.519708026342807328e-01,7.639943137455158517e-01,-2.246755507011238273e-01
5.679008610211311314e-01,5.780679850786920593e-01,-4.776708985607654445e-01
1.442845811383989263e-01,-4.885558165950527609e-01,8.755896796351420042e-01
8.737671818499292975e-01,7.044409007050311811e-01,-2.590397994456599684e-01
4.931889380895282393e-02,3.372914586213975330e-01,-8.041163551756760342e-01
7.107811173450552245e-01,-7.476873531805521278e-01,2.404536442998837509e-01
8.479113797428073918e-01,-8.370347306451042524e-01,1.337653341994892442e-01
9.528762228280152069e-01,2.456411347535383261e-01,-6.063928024517898363e-01
1.877319606524776585e-01,2.065772933853260440e-02,2.043529370643405729e-01
3.182725067591151147e-01,-7.801075376307409215e-02,7.144675697431465133e-01
1.515184043651234269e-01,7.796375626946634441e-01,-4.459009305940896395e-01
8.090921185804709204e-01,8.874209003963302589e-01,-7.331943915501498710e-02
1.602070984846342139e-01,6.701886873430704661e-01,-6.101058466877313791e-01
4.579024063055749938e-01,-7.039843120098394635e-01,3.672152035279691584e-01
8.452899465586000138e-01,6.383115648103372397e-01,-3.158154295823196733e-01
4.574117943271649445e-02,6.437749999864077477e-01,-8.155863752678798040e-01
8.529236442853767031e-01,-3.608004785916110180e-01,4.988280467330913903e-01
3.194760892315073875e-02,6.825213178312408147e-01,-7.594940826179753524e-01
8.531210443043242275e-01,-1.761696609584089135e-01,6.317089501191475165e-01
8.854338111632695796e-01,2.526800729264018219e-01,-5.944638489235739565e-01
1.710846029548637182e-01,5.724482707354761057e-01,-7.561419158356620374e-01
6.347125768211667740e-01,8.426387510976605100e-01,-1.781779448932874210e-01
4.391250094529534076e-01,-1.124447834153166070e-01,8.892395099181945595e-01
5.661971971042220053e-01,7.081456327515665006e-01,-3.489828854725673946e-01
5.308538088469407779e-01,-6.020460326020544706e-01,4.033424848555736686e-01
5.057820664545408240e-01,-9.934780705915640109e-01,9.506513421998130306e-03
